Rk,Player,Nation,Pos,Squad,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Matches,-9999
532,João Pedro,br BRA,DFFW,Corinthians,25,1996,1.3,50.8,6.92,24.6,20.0,6.92,1.54,50.8,3.08,2.31,75.0,0.77,25.0,21.5,161.5,124.6,2.31,2.31,0.77,0.77,0.00,22.3,0.77,Matches,31d1ed52
533,João Pedro Pepê,br BRA,MF,Cuiabá,24,1998,25.8,56.4,1.59,9.84,32.1,15.7,1.12,56.4,2.02,1.32,65.4,0.54,26.9,34.0,226.8,118.1,2.79,2.05,0.16,1.59,1.24,38.6,3.18,Matches,d75471eb
534,Peglow,br BRA,FWMF,Atl Goianiense,20,2002,2.6,61.9,1.92,7.69,21.2,34.2,3.85,61.9,6.54,3.46,52.9,3.08,47.1,34.2,203.5,95.0,3.46,3.85,0.77,3.08,1.92,41.5,9.62,Matches,8a861bc5
535,Pegorari,br BRA,GK,Juventude,30,1991,12.7,32.8,28.7,32.8,0.00,0.00,0.00,32.8,0.00,0.00,,0.00,,15.0,78.9,52.4,0.00,0.00,0.00,0.00,0.00,11.0,0.00,Matches,2ad9d2e3
536,Matheus Peixoto,br BRA,FW,Ceará,26,1995,5.2,28.5,1.15,1.92,16.2,10.8,4.04,28.5,0.58,0.38,66.7,0.19,33.3,15.0,51.9,14.8,0.19,0.58,0.00,2.12,0.96,21.5,4.23,Matches,05160796
537,Douglas Pelé,br BRA,FWDF,Goiás,22,1999,1.0,32.0,0.00,9.00,14.0,9.00,0.00,32.0,4.00,1.00,25.0,2.00,50.0,17.0,97.0,45.0,2.00,1.00,0.00,4.00,2.00,16.0,3.00,Matches,7c6ac38f
538,Léo Pelé,br BRA,DF,São Paulo,25,1996,27.6,64.2,3.08,20.0,40.1,4.42,0.51,64.2,0.54,0.43,80.0,0.04,6.7,43.3,298.4,211.0,2.83,1.63,0.00,0.40,0.25,46.7,0.40,Matches,77980eb9
539,Carlos de Pena,uy URU,MFFW,Internacional,29,1992,29.3,69.4,1.98,9.59,36.3,23.9,1.33,69.2,0.75,0.41,54.5,0.31,40.9,38.2,175.7,88.1,1.91,2.25,0.17,1.09,0.44,44.6,4.20,Matches,6b915aa1
540,Andreas Pereira,br BRA,MF,Flamengo,26,1996,8.8,60.5,1.14,6.14,30.1,24.7,1.25,60.5,1.02,0.57,55.6,0.45,44.4,37.5,197.0,86.1,1.70,1.93,0.34,1.25,0.68,42.0,2.95,Matches,6639e500
541,Egídio Pereira Júnior,br BRA,DFMF,Coritiba,35,1986,14.0,65.4,3.07,16.4,27.5,22.4,1.00,65.4,1.79,1.29,72.0,0.29,16.0,32.9,144.3,80.3,1.64,1.43,0.21,1.79,0.36,35.4,5.43,Matches,6c5b3d31
542,Léo Pereira,br BRA,DF,Flamengo,26,1996,12.4,80.7,5.32,27.1,47.1,7.10,0.97,80.7,0.24,0.16,66.7,0.08,33.3,58.1,309.4,207.4,1.77,1.45,0.16,0.65,0.00,60.8,0.73,Matches,bd247251
543,Hernán Pérez,py PAR,FW,Coritiba,32,1989,1.1,41.8,0.00,5.45,20.9,16.4,3.64,41.8,3.64,0.91,25.0,2.73,75.0,21.8,173.6,59.1,1.82,0.91,0.00,1.82,0.91,28.2,7.27,Matches,e1cea3f7
544,Lucas Perri,br BRA,GK,Botafogo (RJ),24,1997,3.8,32.9,27.4,32.6,0.26,0.00,0.00,32.9,0.00,0.00,,0.00,,16.3,91.1,55.0,0.00,0.00,0.00,0.00,0.00,10.3,0.00,Matches,5dbd461a
545,Petterson,br BRA,FWMF,Flamengo,18,2004,0.3,26.7,0.00,3.33,13.3,13.3,0.00,26.7,0.00,0.00,,0.00,,20.0,106.7,46.7,0.00,3.33,0.00,0.00,0.00,16.7,10.0,Matches,9943597e
546,Yan Phillipe,br BRA,FW,Atlético Mineiro,17,2004,0.2,90.0,0.00,5.00,60.0,25.0,5.00,90.0,10.0,5.00,50.0,0.00,0.0,45.0,260.0,60.0,0.00,10.0,0.00,5.00,0.00,55.0,10.0,Matches,03d01a35
547,Del Piage,br BRA,MF,Botafogo (RJ),21,2000,5.7,50.4,2.28,10.5,29.5,10.7,0.53,50.4,1.05,0.35,33.3,0.70,66.7,26.3,124.6,64.0,1.05,0.70,0.35,1.05,1.75,30.5,1.58,Matches,679ca46d
548,Lucas Piazon,br BRA,FWMF,Botafogo (RJ),28,1994,8.3,48.1,1.33,5.66,25.4,17.7,1.33,48.1,2.41,0.72,30.0,1.69,70.0,24.2,123.4,46.4,1.45,1.45,0.12,1.57,0.72,31.0,4.94,Matches,f201798c
549,Yago Pikachu,br BRA,DFMF,Fortaleza,29,1992,13.4,46.9,1.19,7.61,21.0,18.8,2.84,46.8,1.27,0.67,52.9,0.60,47.1,26.0,126.2,62.2,1.27,1.57,0.30,1.34,0.97,31.0,7.09,Matches,462f1e13
550,Mario Pineida,ec ECU,DF,Fluminense,29,1992,3.7,68.9,2.97,18.4,31.9,18.9,1.62,68.9,4.05,1.08,26.7,2.16,53.3,36.2,157.6,69.7,2.16,0.81,0.81,1.08,1.35,44.3,4.86,Matches,2990a468
551,Joaquín Piquerez,uy URU,DF,Palmeiras,23,1998,24.7,63.6,2.79,19.5,28.9,16.0,1.01,63.6,1.82,0.73,40.0,0.97,53.3,32.9,158.9,87.4,1.70,1.13,0.12,1.01,0.40,37.4,3.89,Matches,46009f44
552,Gabriel Pirani,br BRA,FWMF,Santos,19,2002,0.5,48.0,0.00,8.00,6.00,34.0,4.00,48.0,0.00,0.00,,0.00,,30.0,158.0,90.0,4.00,2.00,0.00,4.00,2.00,38.0,18.0,Matches,17205abf
553,Gabriel Pirani,br BRA,MFFW,Cuiabá,19,2002,4.9,35.3,0.20,3.47,12.2,20.4,3.06,35.3,1.84,0.82,44.4,0.82,44.4,21.8,130.4,65.7,3.06,1.02,1.02,1.63,2.04,24.5,8.78,Matches,17205abf
554,Felipe Pires,br BRA,MFFW,Juventude,26,1995,7.4,38.9,0.14,4.46,17.3,17.6,1.89,38.9,2.16,0.54,25.0,0.95,43.8,27.0,234.2,137.4,4.05,2.97,0.54,0.95,0.95,30.4,6.89,Matches,2cd3d3ce
555,Rafael Pires,br BRA,GK,Atlético Mineiro,32,1989,1.0,20.0,18.0,20.0,0.00,0.00,0.00,20.0,0.00,0.00,,0.00,,13.0,80.0,33.0,0.00,0.00,0.00,0.00,0.00,9.00,0.00,Matches,539f6761
556,Lucas Piton,br BRA,DFFW,Corinthians,21,2000,19.7,68.3,2.18,16.8,32.4,19.8,1.27,68.3,1.42,0.71,50.0,0.66,46.4,36.1,171.4,98.3,2.59,1.78,0.15,1.27,0.61,41.7,5.33,Matches,defce7f1
557,Isidro Pitta,py PAR,FW,Juventude,22,1999,26.8,28.2,0.82,2.09,12.6,14.0,4.10,28.1,1.60,0.75,46.5,0.78,48.8,16.0,115.9,51.2,1.68,1.49,0.75,2.16,1.01,21.2,6.08,Matches,e9fc7295
558,Luan Polli,br BRA,GK,Atl Goianiense,28,1993,2.0,33.5,30.5,33.5,0.00,0.00,0.00,33.5,0.00,0.00,,0.00,,16.0,78.0,63.5,0.00,0.00,0.00,0.00,0.00,10.0,0.00,Matches,96aa89c4
559,Diego Porfirio,br BRA,DF,Coritiba,22,1999,5.0,61.2,3.00,18.6,29.6,13.6,0.80,61.2,2.20,0.60,27.3,1.40,63.6,32.4,183.6,103.4,2.40,2.00,0.20,1.60,0.20,32.4,4.20,Matches,8512d219
560,William Pottker,br BRA,FWMF,Avaí,28,1993,21.9,49.5,0.87,5.21,22.6,22.6,3.79,49.4,4.84,2.37,49.1,2.28,47.2,31.8,217.4,102.3,3.47,2.88,0.78,3.84,1.78,38.0,8.72,Matches,214a16c5
561,Bruno Praxedes,br BRA,MF,Bragantino,19,2002,6.5,52.6,0.46,3.85,30.3,19.4,2.62,52.6,2.31,1.38,60.0,0.77,33.3,40.9,261.7,101.4,2.46,2.15,0.15,1.38,1.54,40.8,6.00,Matches,5dd520a8
562,Erick Pulgar,cl CHI,MF,Flamengo,28,1994,3.9,83.6,3.33,19.0,53.6,11.3,0.00,83.6,0.77,0.51,66.7,0.26,33.3,47.9,177.4,79.7,0.26,0.51,0.00,0.26,0.26,56.7,0.77,Matches,4611e028
563,Jean Pyerre,br BRA,MF,Avaí,23,1998,8.4,80.7,0.12,7.50,50.6,23.3,0.71,80.7,2.14,1.19,55.6,0.83,38.9,49.0,208.9,97.7,1.55,1.90,0.00,1.43,1.07,62.4,4.05,Matches,b41dc073
564,Du Queiroz,br BRA,MF,Corinthians,22,2000,28.9,60.5,0.73,10.0,38.1,13.1,1.21,60.5,2.25,1.25,55.4,0.93,41.5,38.5,224.1,105.7,2.56,1.45,0.38,2.21,1.00,44.9,3.39,Matches,8440b0cb
565,Igor Rabello,br BRA,DF,Atlético Mineiro,26,1995,6.7,71.3,6.72,31.6,37.2,2.99,1.34,71.3,0.00,0.00,,0.00,,46.1,194.6,126.1,0.45,0.30,0.00,0.00,0.15,50.3,0.30,Matches,48048864
566,Rafael,br BRA,DF,Botafogo (RJ),31,1990,3.1,60.0,2.26,19.4,29.0,12.3,1.29,60.0,1.94,1.29,66.7,0.32,16.7,29.7,178.4,122.9,2.58,1.61,0.32,1.29,0.65,32.3,3.87,Matches,9a1f2e1c
567,Caio Rafael,br BRA,FW,Ceará,17,2004,0.4,42.5,2.50,5.00,7.50,30.0,5.00,42.5,5.00,2.50,50.0,2.50,50.0,35.0,100.0,32.5,0.00,2.50,0.00,0.00,0.00,35.0,10.0,Matches,b7cda839
568,Léo Rafael,br BRA,FWMF,Ceará,20,2001,1.0,60.0,1.00,4.00,35.0,21.0,3.00,60.0,2.00,1.00,50.0,1.00,50.0,42.0,173.0,47.0,1.00,2.00,0.00,0.00,1.00,51.0,8.00,Matches,ef1df474
569,Zé Rafael,br BRA,MF,Palmeiras,28,1993,28.5,54.5,1.30,11.3,32.1,12.4,2.11,54.5,2.39,1.30,54.4,0.98,41.2,32.8,186.8,94.8,1.75,1.58,0.25,1.79,1.79,36.6,2.46,Matches,634b1413
570,Rafinha,br BRA,DF,São Paulo,36,1985,28.5,79.3,3.37,22.6,47.8,9.33,0.18,79.3,0.18,0.11,60.0,0.04,20.0,47.5,196.1,115.4,1.51,1.51,0.04,0.53,0.00,55.6,1.82,Matches,d003e213
571,Eric Ramires,br BRA,MFFW,Bragantino,21,2000,12.9,53.9,1.63,8.68,30.7,15.5,1.16,53.9,1.55,0.70,45.0,0.78,50.0,35.0,204.3,91.9,2.33,1.63,0.16,2.09,0.93,34.0,2.95,Matches,37faa4cb
572,Lucas Ramires,br BRA,DF,Juventude,19,2002,0.3,43.3,10.0,23.3,16.7,3.33,0.00,43.3,0.00,0.00,,0.00,,33.3,130.0,63.3,0.00,0.00,0.00,0.00,0.00,40.0,0.00,Matches,32395c13
573,Ramon,br BRA,DF,Bragantino,20,2001,8.0,67.9,3.38,20.5,31.0,16.6,0.88,67.9,2.63,1.38,52.4,1.13,42.9,36.3,194.9,92.1,1.50,1.50,0.00,1.88,1.13,34.1,5.25,Matches,fdf88bc0
574,Lucas Ramos,br BRA,MFFW,Internacional,21,2001,0.9,47.8,1.11,13.3,25.6,11.1,0.00,47.8,2.22,1.11,50.0,1.11,50.0,26.7,203.3,124.4,2.22,0.00,0.00,0.00,1.11,28.9,1.11,Matches,c0163100
575,Rafael Ramos,pt POR,DF,Corinthians,27,1995,14.5,69.1,2.62,22.1,31.7,16.2,0.83,69.1,1.93,1.17,60.7,0.69,35.7,38.3,185.3,99.7,1.31,1.31,0.28,0.48,0.28,41.9,3.93,Matches,f8ddf51c
576,Raniele,br BRA,MFDF,Avaí,25,1996,31.3,62.8,6.36,22.0,35.0,6.58,0.99,62.8,2.08,1.21,58.5,0.70,33.8,36.0,226.9,120.4,1.57,1.41,0.35,1.28,0.73,40.4,1.18,Matches,a025365f
577,Wellington Rato,br BRA,FWMF,Atl Goianiense,29,1992,30.9,49.4,1.10,6.67,22.2,21.0,2.62,49.4,1.97,1.17,59.0,0.65,32.8,31.5,187.9,84.1,2.20,1.72,0.55,1.65,1.10,35.0,5.99,Matches,598917cf
578,Raul,br BRA,MF,Bragantino,25,1996,27.5,67.2,3.31,19.7,41.9,6.40,0.07,67.2,1.02,0.55,53.6,0.40,39.3,44.9,232.3,108.0,1.09,1.09,0.04,1.02,0.69,45.0,0.73,Matches,c2f9cf65
579,Pedro Raul,br BRA,FW,Goiás,25,1996,30.5,27.5,1.54,2.49,10.9,14.5,5.25,27.4,1.38,0.69,50.0,0.69,50.0,14.3,67.6,25.7,1.05,0.75,0.46,2.98,1.21,20.2,4.20,Matches,ed074559
580,Leonardo Realpe,ec ECU,DF,Bragantino,20,2001,7.4,57.6,8.11,30.8,25.3,1.89,0.41,57.6,0.41,0.41,100.0,0.00,0.0,38.6,222.0,141.4,1.35,0.95,0.00,0.41,0.00,34.5,0.14,Matches,57701cbd
581,Rafinha Rech,br BRA,FWMF,Juventude,19,2002,4.2,43.8,0.24,7.14,18.1,19.3,3.10,43.8,3.81,1.67,43.8,2.14,56.3,29.3,192.9,72.9,3.33,2.38,1.43,3.10,1.43,29.5,5.48,Matches,a8f19786
582,Régis,br BRA,MF,Coritiba,29,1992,8.5,41.6,0.82,4.47,19.9,17.6,2.71,41.6,1.65,0.71,42.9,0.94,57.1,23.8,135.4,63.5,1.65,1.53,0.59,2.35,1.18,26.0,5.65,Matches,0e2331f3
583,Reinaldo,br BRA,DFFW,São Paulo,32,1989,16.3,64.5,1.90,10.6,27.2,27.3,1.41,64.4,2.09,1.04,50.0,1.04,50.0,31.7,177.7,90.6,2.02,1.90,0.25,1.53,1.10,35.3,6.75,Matches,ab3edc87
584,César Reis,br BRA,GK,Juventude,26,1995,24.3,31.4,26.6,31.3,0.16,0.00,0.00,31.4,0.00,0.00,,0.00,,16.0,93.9,63.5,0.00,0.00,0.00,0.04,0.04,11.1,0.00,Matches,76d4135b
585,Renan,br BRA,DF,Bragantino,19,2002,3.2,55.6,11.3,34.1,21.9,0.94,0.00,55.6,1.25,0.63,50.0,0.63,50.0,34.4,217.8,123.4,0.31,0.00,0.00,1.25,0.31,31.3,0.00,Matches,80c738be
586,Robert Renan,br BRA,DF,Corinthians,18,2003,10.0,62.6,8.50,32.0,29.9,1.10,0.10,62.6,0.20,0.20,100.0,0.00,0.0,39.5,219.2,137.2,0.50,0.10,0.00,0.90,0.30,41.5,0.00,Matches,168a2e81
587,Renato,br BRA,DFMF,Avaí,32,1990,11.3,51.9,2.12,11.8,22.9,17.6,0.88,51.9,1.50,0.71,47.1,0.53,35.3,25.9,133.1,72.4,1.95,1.42,0.18,1.77,0.88,33.2,5.40,Matches,8fe5bdcd
588,Renê,br BRA,DF,Internacional,29,1992,27.5,76.1,3.64,23.6,38.8,14.4,0.44,76.1,1.16,0.62,53.1,0.40,34.4,41.9,214.8,123.2,2.15,2.22,0.07,0.95,0.62,45.9,2.55,Matches,d000ffc7
589,Réver,br BRA,DF,Atlético Mineiro,37,1985,10.5,81.7,12.2,42.6,38.2,1.24,0.67,81.7,0.38,0.29,75.0,0.10,25.0,44.7,196.9,97.0,0.00,0.10,0.00,0.29,0.10,57.0,0.19,Matches,1938fd6a
590,Rhaldney,br BRA,MFFW,Atl Goianiense,23,1998,2.0,57.5,5.00,13.0,31.5,13.0,0.50,57.5,1.00,1.00,100.0,0.00,0.0,30.5,174.5,64.5,0.00,1.00,0.50,2.00,0.50,34.0,2.00,Matches,ae3ef77f
591,Everton Ribeiro,br BRA,MFFW,Flamengo,32,1989,19.9,69.9,0.95,7.39,32.5,30.9,2.51,69.9,2.96,2.11,71.2,0.80,27.1,46.0,234.0,129.7,2.91,2.91,0.45,2.56,1.71,52.8,8.64,Matches,68fb50a2
592,Lucas Ribeiro,br BRA,DFMF,Ceará,23,1999,5.6,55.4,6.25,27.9,27.0,0.89,0.36,55.4,0.89,0.54,60.0,0.36,40.0,36.6,234.6,147.5,0.71,0.18,0.00,0.71,0.18,37.1,0.36,Matches,607d64c6
593,Matheus Ribeiro,br BRA,DF,Avaí,28,1993,0.2,20.0,5.00,15.0,5.00,0.00,0.00,20.0,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,7ae055bb
594,Wesley Ribeiro,br BRA,MFFW,Corinthians,16,2005,0.1,110.0,0.00,0.00,40.0,70.0,0.00,110.0,10.0,0.00,0.0,10.0,100.0,70.0,350.0,20.0,0.00,0.00,0.00,20.0,0.00,60.0,20.0,Matches,acf5672b
595,Ricardinho,br BRA,FW,Atl Goianiense,20,2001,2.6,30.4,0.00,0.38,14.6,15.4,5.38,30.4,0.38,0.00,0.0,0.38,100.0,15.8,65.0,18.1,0.77,1.15,0.38,5.00,0.00,21.9,8.46,Matches,45a1777c
596,João Ricardo Riedi,br BRA,GK,Ceará,33,1988,35.0,32.1,25.9,32.0,0.06,0.00,0.00,32.1,0.00,0.00,,0.00,,16.6,101.2,69.5,0.00,0.00,0.00,0.03,0.00,11.3,0.00,Matches,4729d71a
597,Vitor Ricardo,br BRA,DF,Fortaleza,21,2000,1.3,54.6,0.77,10.8,29.2,16.2,0.00,54.6,1.54,0.77,50.0,0.77,50.0,33.8,180.8,89.2,1.54,2.31,0.00,2.31,0.00,35.4,6.92,Matches,1f3906c9
598,Zé Ricardo,br BRA,MF,América (MG),25,1996,2.6,69.2,5.38,20.0,38.8,11.2,0.00,69.2,1.54,1.15,75.0,0.38,25.0,47.7,204.6,101.9,1.15,2.69,0.38,1.15,1.15,50.0,0.77,Matches,352f938e
599,Richard,br BRA,GK,Ceará,30,1991,1.0,25.0,21.0,25.0,0.00,0.00,0.00,25.0,0.00,0.00,,0.00,,12.0,56.0,45.0,0.00,0.00,0.00,0.00,0.00,14.0,0.00,Matches,f2c12e8d
600,Richard,br BRA,MF,Ceará,27,1994,26.3,63.4,3.84,15.0,38.3,10.6,1.37,63.4,1.22,0.68,56.3,0.46,37.5,34.1,150.0,62.4,0.57,0.87,0.15,1.25,0.95,41.0,2.17,Matches,e90aa5da
601,Richardson,br BRA,MF,Ceará,30,1991,23.0,49.9,1.61,10.3,32.3,8.13,0.13,49.9,1.22,0.70,57.1,0.30,25.0,27.7,148.6,73.2,1.04,1.00,0.04,0.91,0.39,32.0,1.35,Matches,ef6b8a6b
602,Rickson,br BRA,MFFW,Atl Goianiense,23,1998,0.8,60.0,2.50,12.5,25.0,22.5,6.25,60.0,0.00,0.00,,0.00,,22.5,115.0,55.0,2.50,1.25,1.25,2.50,1.25,33.8,1.25,Matches,96a35d1b
603,Emiliano Rigoni,ar ARG,FWMF,São Paulo,28,1993,2.7,71.5,1.11,6.30,27.4,38.9,3.33,71.5,4.44,1.48,33.3,2.96,66.7,36.3,284.8,134.8,5.56,3.70,1.85,3.33,1.85,46.3,13.0,Matches,a1216563
604,Rikelme,br BRA,DF,Cuiabá,18,2003,0.2,100.0,0.00,15.0,40.0,45.0,5.00,100.0,0.00,0.00,,0.00,,55.0,245.0,185.0,0.00,0.00,0.00,0.00,0.00,65.0,10.0,Matches,637cdc49
605,Rikelmi,br BRA,DF,Botafogo (RJ),20,2001,0.0,6,0,0,1,5,2,6,1,0,0.0,1,100.0,3,12,0,0,0,0,0,1,3,2,Matches,b2ffcf77
606,Cristian Rivas,ve VEN,MF,Cuiabá,25,1997,2.4,56.7,0.83,10.8,34.6,11.3,0.42,56.7,0.83,0.00,0.0,0.83,100.0,28.3,128.8,50.4,0.00,0.42,0.00,0.00,0.83,40.4,2.08,Matches,bc4d05c0
607,Zé Roberto,br BRA,FW,Ceará,28,1993,8.2,35.7,1.10,2.80,15.1,17.9,4.15,35.6,3.66,1.34,36.7,2.32,63.3,19.8,115.4,40.9,1.34,1.71,0.73,2.32,2.44,26.3,5.00,Matches,810033a1
608,Robinho,br BRA,MF,Coritiba,34,1987,9.8,73.9,0.92,9.18,39.5,25.8,1.33,73.9,0.61,0.41,66.7,0.20,33.3,45.4,187.8,86.4,1.53,1.84,0.10,1.43,1.22,52.3,4.69,Matches,8f8809b9
609,Robson,br BRA,FWMF,Fortaleza,30,1991,16.1,35.3,1.30,3.42,15.0,17.4,3.60,35.3,2.80,1.06,37.8,1.43,51.1,19.4,101.5,43.4,1.49,0.99,0.56,3.35,1.12,24.9,7.02,Matches,e29eff7a
610,Felipe Rocha,br BRA,FW,Avaí,19,2002,0.5,44.0,0.00,10.0,26.0,8.00,2.00,44.0,8.00,2.00,25.0,2.00,25.0,22.0,166.0,56.0,2.00,0.00,2.00,10.0,4.00,18.0,6.00,Matches,a961e1c4
611,Kaique Rocha,br BRA,DF,Internacional,20,2001,5.0,55.0,7.00,28.8,24.0,2.20,0.80,55.0,0.40,0.00,0.0,0.40,100.0,35.0,141.2,74.2,0.20,0.40,0.00,0.00,0.00,37.2,0.60,Matches,b31d385e
612,Marcos Rocha,br BRA,DF,Palmeiras,33,1988,25.0,90.8,4.36,25.1,50.3,16.3,1.08,90.8,1.16,0.64,55.2,0.44,37.9,49.3,264.0,172.6,2.08,1.56,0.16,0.52,0.32,58.8,2.88,Matches,fdd2f275
613,Pedro Rocha Neves,br BRA,FW,Atl Paranaense,27,1994,3.1,34.8,0.32,5.16,11.6,18.4,2.26,34.8,4.84,2.58,53.3,2.26,46.7,22.9,141.6,83.5,3.23,1.29,0.32,1.94,1.94,23.5,6.77,Matches,b33e0095
614,Pedro Rocha Neves,br BRA,FWMF,Fortaleza,27,1994,7.7,34.8,0.65,4.81,12.9,17.5,3.25,34.7,3.64,1.56,42.9,1.69,46.4,21.7,141.9,64.9,2.47,1.69,1.43,3.51,1.56,24.0,5.71,Matches,b33e0095
615,Rodinei,br BRA,DF,Flamengo,30,1992,9.8,71.1,1.33,11.5,29.0,31.6,2.14,71.1,4.39,2.24,51.2,1.43,32.6,45.8,335.8,201.7,5.61,3.67,0.82,1.43,1.33,48.0,9.90,Matches,7696cc85
616,Rodrigo,br BRA,FWMF,São Paulo,17,2004,0.8,60.0,0.00,2.50,35.0,23.8,2.50,60.0,3.75,0.00,0.0,3.75,100.0,33.8,177.5,77.5,2.50,3.75,1.25,1.25,1.25,48.8,7.50,Matches,1126f4e2
617,Rodrigo,br BRA,DF,Avaí,23,1998,5.3,62.3,7.74,34.0,27.5,1.51,0.19,62.3,0.00,0.00,,0.00,,39.8,208.5,127.4,0.94,0.38,0.00,0.19,0.00,43.2,0.00,Matches,cdfb04f5
618,Élton Rodrigues Brandão,br BRA,FW,Cuiabá,36,1985,3.3,33.0,0.91,2.42,14.2,16.4,5.76,32.7,0.30,0.00,0.0,0.30,100.0,16.7,77.0,22.4,0.61,0.30,0.30,0.91,1.82,26.7,4.55,Matches,e59be3c8
619,Raphael Rodrigues,br BRA,DF,Avaí,23,1999,1.4,75.0,10.7,45.0,30.7,0.00,0.00,75.0,0.00,0.00,,0.00,,57.9,219.3,107.1,0.00,0.00,0.00,0.71,0.00,58.6,0.00,Matches,548640cf
620,Rodriguinho,br BRA,MF,América (MG),18,2003,2.1,50.0,1.43,12.4,25.7,13.8,0.95,50.0,2.86,0.95,33.3,1.90,66.7,26.7,152.4,66.2,1.90,1.90,0.00,0.95,1.43,29.5,2.38,Matches,4565dde3
621,Romarinho,br BRA,FWMF,Fortaleza,27,1994,14.6,44.0,0.41,3.29,19.2,22.5,3.01,44.0,4.93,2.81,56.9,1.58,31.9,29.0,190.1,94.5,3.29,1.71,1.37,2.19,1.64,32.9,8.49,Matches,1e7d2cc0
622,Braian Romero,ar ARG,FW,Internacional,30,1991,3.8,32.6,1.05,4.21,13.9,15.0,5.00,32.6,1.84,0.00,0.0,1.32,71.4,17.4,83.4,28.4,1.05,1.58,0.26,1.32,1.58,21.8,6.58,Matches,c5cc3130
623,Silvio Romero,ar ARG,FW,Fortaleza,33,1988,12.9,25.8,1.16,2.64,9.69,13.7,4.19,25.7,0.93,0.39,41.7,0.54,58.3,14.4,65.3,30.2,1.09,1.16,0.54,2.33,1.71,18.6,4.57,Matches,6a00c4b0
624,Rômulo,br BRA,FW,Atl Paranaense,19,2002,13.3,34.1,1.80,6.62,11.9,16.2,2.86,34.1,2.33,1.13,48.4,1.05,45.2,17.9,101.8,45.6,1.20,0.98,0.30,2.41,0.68,20.7,4.44,Matches,03dd053e
625,Romulo,br BRA,DF,Juventude,21,2000,1.9,61.1,5.79,33.2,17.9,10.0,1.05,61.1,1.05,0.00,0.0,1.05,100.0,27.4,136.3,65.8,1.05,1.05,0.00,0.00,0.00,25.3,1.05,Matches,395e0e95
626,Rômulo,br BRA,FWMF,Avaí,26,1995,4.7,44.0,1.06,4.26,24.7,16.0,1.91,44.0,3.62,1.70,47.1,1.49,41.2,26.4,134.0,64.5,1.28,1.49,0.21,3.19,1.06,30.6,5.96,Matches,9a6eb94c
627,Ronald,br BRA,MFFW,Fortaleza,24,1997,11.7,45.0,0.60,7.09,27.6,11.4,1.11,45.0,3.33,1.71,51.3,1.20,35.9,27.5,203.2,103.1,2.22,1.79,0.26,1.97,1.79,28.4,2.14,Matches,cc119c66
628,Ronaldo,br BRA,GK,Atl Goianiense,25,1996,18.0,29.7,26.9,29.6,0.06,0.00,0.00,29.7,0.00,0.00,,0.00,,14.9,70.6,42.3,0.00,0.00,0.00,0.00,0.00,11.8,0.00,Matches,711c08dc
629,Budiga Roni,br BRA,MF,Corinthians,22,1999,8.3,50.8,1.93,12.0,29.8,9.88,1.20,50.8,0.24,0.24,100.0,0.00,0.0,29.9,125.1,49.4,1.20,0.96,0.24,1.20,0.96,33.9,2.53,Matches,af433614
630,Rony,br BRA,FW,Palmeiras,26,1995,26.5,25.4,0.75,1.96,7.89,15.8,5.40,25.4,1.32,0.45,34.3,0.72,54.3,13.8,83.8,36.3,1.74,0.94,0.79,2.45,0.60,18.0,6.42,Matches,bffd5e50
631,Vitor Roque,br BRA,FW,Atl Paranaense,16,2005,14.6,25.5,0.00,1.23,9.79,15.1,4.66,25.5,3.22,1.03,31.9,2.19,68.1,15.3,75.1,29.7,0.89,1.30,0.55,4.45,2.05,16.7,4.59,Matches,cb00f1e6
632,Ruan,br BRA,FWMF,Juventude,16,2005,2.5,34.4,0.80,5.20,12.8,17.2,3.60,34.4,6.00,2.80,46.7,2.40,40.0,20.8,166.8,88.0,2.40,2.00,1.60,2.40,2.00,19.6,5.20,Matches,07c41bf4
633,Rubens,br BRA,DFMF,Atlético Mineiro,20,2001,13.7,57.4,1.90,12.9,23.9,21.3,2.41,57.4,2.70,1.82,67.6,0.80,29.7,28.8,151.7,71.1,2.99,1.17,0.73,2.26,1.09,32.8,7.45,Matches,ae23d044
634,Óscar Ruiz,py PAR,MFFW,Juventude,30,1991,11.0,35.6,0.64,4.00,15.5,16.5,3.00,35.6,2.73,1.00,36.7,1.73,63.3,19.8,120.9,56.4,2.00,1.36,0.45,2.18,1.45,23.9,6.36,Matches,620ce7b1
635,Rwan,br BRA,FWMF,Santos,20,2001,5.2,47.3,1.35,3.46,18.1,26.7,8.08,47.1,3.65,1.92,52.6,1.35,36.8,27.1,139.8,52.3,2.12,1.54,1.54,5.58,2.12,34.2,11.9,Matches,568a75fd
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),27,1994,19.4,44.5,0.26,5.26,19.4,20.5,3.87,44.5,4.74,2.32,48.9,2.11,44.6,28.2,176.4,85.7,2.63,2.01,1.60,2.89,1.55,30.9,10.3,Matches,1a1033a1
