Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
511,Weslley Patati,br BRA,FW,Santos,18,2003,0.2,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,,,0.00,,,,,Matches,0df16cd7
512,Patrick,br BRA,MFFW,São Paulo,29,1992,21.8,0.28,0.00,0.00,1.38,1.74,0.14,2.84,0.60,1.65,0.00,0.00,0.00,5.23,1.42,2.11,40.3,Matches,92add14e
513,Alan Patrick,br BRA,MFFW,Internacional,30,1991,17.5,0.17,0.00,0.00,1.20,2.34,0.06,3.20,0.34,0.17,0.00,0.00,0.00,6.06,0.46,0.86,34.8,Matches,00672021
514,Luan Patrick,br BRA,DF,América (MG),20,2002,9.0,0.33,0.00,0.00,0.78,0.33,0.00,1.33,1.33,0.67,0.00,0.00,0.00,5.11,0.78,0.78,50.0,Matches,dd5d1c85
515,Patryck,br BRA,DF,São Paulo,19,2003,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,8dcbd7af
516,Giuliano de Paula,br BRA,MF,Corinthians,31,1990,18.4,0.11,0.00,0.00,0.82,0.82,0.11,0.98,0.54,0.71,0.00,0.00,0.00,5.54,0.43,0.92,32.0,Matches,ab1b205d
517,Patrick de Paula,br BRA,MF,Botafogo (RJ),22,1999,11.3,0.35,0.00,0.00,1.06,2.21,0.00,1.24,1.50,0.62,0.00,0.09,0.00,6.28,0.97,1.06,47.8,Matches,9f12fbb7
518,Paulão,br BRA,DF,Cuiabá,35,1986,8.0,0.25,0.13,0.13,0.88,0.13,0.00,0.38,1.00,0.13,0.00,0.13,0.13,2.50,3.50,0.88,80.0,Matches,20587790
519,Paulinho,br BRA,FWMF,América (MG),23,1998,3.2,0.00,0.00,0.00,1.88,3.44,1.25,3.75,0.00,0.31,0.31,0.00,0.00,2.81,0.00,1.56,0.0,Matches,bc486f0e
520,Paulinho,br BRA,MF,Corinthians,33,1988,1.8,0.00,0.00,0.00,1.11,0.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.11,2.78,5.00,35.7,Matches,bb7337cc
521,Caio Paulista,br BRA,DF,Fluminense,23,1998,17.9,0.17,0.06,0.00,0.56,1.34,0.11,2.35,0.61,1.06,0.00,0.00,0.00,5.59,0.56,0.89,38.5,Matches,701bb051
522,Wellington Paulista,br BRA,FW,América (MG),37,1984,5.7,0.35,0.00,0.00,2.11,1.23,0.70,0.53,0.00,0.00,0.00,0.00,0.00,2.63,1.75,2.11,45.5,Matches,f2eece5b
523,João Paulo,br BRA,DF,América (MG),35,1986,3.9,0.00,0.00,0.00,0.51,0.00,0.00,5.38,1.79,1.28,0.00,0.00,0.00,5.38,1.54,1.54,50.0,Matches,ce208556
524,João Paulo,br BRA,GK,Santos,26,1995,37.0,0.14,0.00,0.00,0.00,0.19,0.00,0.00,0.05,0.05,0.00,0.00,0.00,1.11,0.22,0.05,80.0,Matches,d0102ca0
525,Marcos Paulo,br BRA,DF,Flamengo,19,2003,0.3,3.33,0.00,0.00,6.67,0.00,0.00,0.00,6.67,6.67,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,4dd6bb79
526,Cristian Pavón,ar ARG,FWMF,Atlético Mineiro,26,1996,7.7,0.26,0.00,0.00,1.43,1.17,0.13,4.03,0.39,0.91,0.00,0.00,0.00,6.75,0.65,1.69,27.8,Matches,a664b026
527,Pedrinho,br BRA,FWMF,América (MG),22,1999,10.8,0.28,0.00,0.00,1.76,0.93,0.37,2.41,0.74,0.56,0.00,0.00,0.00,5.56,0.28,0.65,30.0,Matches,035341ba
528,Pedrinho,br BRA,DFFW,Atl Paranaense,19,2002,15.4,0.26,0.00,0.00,1.23,0.52,0.06,3.18,1.75,0.84,0.00,0.00,0.00,5.45,0.78,0.78,50.0,Matches,64aadf6b
529,Pedrinho,br BRA,MFFW,Atlético Mineiro,23,1998,2.5,0.00,0.00,0.00,0.40,2.40,0.00,2.80,1.20,1.20,0.00,0.00,0.00,7.60,1.20,1.20,50.0,Matches,6796e284
530,Pedrinho,br BRA,FW,Flamengo,18,2003,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.0,Matches,118d25ee
531,Pedro,br BRA,FW,Flamengo,24,1997,13.0,0.23,0.00,0.00,1.38,1.15,0.31,0.23,0.23,0.23,0.08,0.00,0.00,1.92,2.23,1.23,64.4,Matches,1ab6fad3
532,João Pedro,br BRA,DFFW,Corinthians,25,1996,1.3,0.77,0.00,0.00,0.77,0.00,0.00,0.00,0.77,0.00,0.00,0.00,0.00,3.08,1.54,0.00,100.0,Matches,31d1ed52
533,João Pedro Pepê,br BRA,MF,Cuiabá,24,1998,25.8,0.16,0.00,0.00,1.55,1.71,0.00,2.83,0.66,1.32,0.00,0.00,0.00,5.93,1.01,1.12,47.3,Matches,d75471eb
534,Peglow,br BRA,FWMF,Atl Goianiense,20,2002,2.6,0.38,0.00,0.00,0.77,1.92,0.38,5.38,1.54,1.54,0.00,0.00,0.00,5.38,1.15,1.15,50.0,Matches,8a861bc5
535,Pegorari,br BRA,GK,Juventude,30,1991,12.7,0.24,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.87,0.24,0.00,100.0,Matches,2ad9d2e3
536,Matheus Peixoto,br BRA,FW,Ceará,26,1995,5.2,0.00,0.00,0.00,1.35,1.92,0.77,0.19,0.38,0.58,0.00,0.00,0.00,1.73,3.65,6.35,36.5,Matches,05160796
537,Douglas Pelé,br BRA,FWDF,Goiás,22,1999,1.0,0.00,0.00,0.00,0.00,2.00,0.00,3.00,1.00,2.00,0.00,0.00,0.00,3.00,0.00,4.00,0.0,Matches,7c6ac38f
538,Léo Pelé,br BRA,DF,São Paulo,25,1996,27.6,0.14,0.04,0.00,0.91,0.40,0.00,0.33,0.54,0.54,0.00,0.04,0.00,4.28,1.45,1.23,54.1,Matches,77980eb9
539,Carlos de Pena,uy URU,MFFW,Internacional,29,1992,29.3,0.20,0.00,0.00,0.99,0.82,0.00,6.04,1.84,0.89,0.00,0.00,0.00,6.89,1.06,1.06,50.0,Matches,6b915aa1
540,Andreas Pereira,br BRA,MF,Flamengo,26,1996,8.8,0.23,0.00,0.00,1.59,0.91,0.11,5.80,0.45,0.57,0.00,0.00,0.00,5.00,1.02,0.91,52.9,Matches,6639e500
541,Egídio Pereira Júnior,br BRA,DFMF,Coritiba,35,1986,14.0,0.07,0.07,0.00,1.00,1.29,0.14,8.36,1.43,0.93,0.00,0.07,0.00,7.00,0.79,0.57,57.9,Matches,6c5b3d31
542,Léo Pereira,br BRA,DF,Flamengo,26,1996,12.4,0.32,0.00,0.00,1.29,0.65,0.16,0.48,0.89,0.73,0.00,0.08,0.00,5.48,1.94,0.81,70.6,Matches,bd247251
543,Hernán Pérez,py PAR,FW,Coritiba,32,1989,1.1,0.91,0.00,0.00,4.55,1.82,0.00,3.64,0.00,0.00,0.00,0.00,0.00,3.64,1.82,2.73,40.0,Matches,e1cea3f7
544,Lucas Perri,br BRA,GK,Botafogo (RJ),24,1997,3.8,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26,1.32,0.00,100.0,Matches,5dbd461a
545,Petterson,br BRA,FWMF,Flamengo,18,2004,0.3,0.00,0.00,0.00,3.33,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.0,Matches,9943597e
546,Yan Phillipe,br BRA,FW,Atlético Mineiro,17,2004,0.2,0.00,0.00,0.00,0.00,15.0,0.00,5.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,03d01a35
547,Del Piage,br BRA,MF,Botafogo (RJ),21,2000,5.7,0.53,0.00,0.00,2.81,2.46,0.00,0.88,1.23,2.28,0.18,0.00,0.00,4.74,1.05,0.88,54.5,Matches,679ca46d
548,Lucas Piazon,br BRA,FWMF,Botafogo (RJ),28,1994,8.3,0.24,0.00,0.00,0.84,0.72,0.12,2.77,0.24,1.08,0.00,0.00,0.00,4.94,1.20,2.29,34.5,Matches,f201798c
549,Yago Pikachu,br BRA,DFMF,Fortaleza,29,1992,13.4,0.22,0.00,0.00,0.90,2.24,0.15,3.58,0.37,0.67,0.00,0.00,0.00,6.12,0.30,1.04,22.2,Matches,462f1e13
550,Mario Pineida,ec ECU,DF,Fluminense,29,1992,3.7,0.00,0.00,0.00,1.89,1.62,0.00,2.43,0.54,0.54,0.00,0.00,0.00,3.24,1.35,0.27,83.3,Matches,2990a468
551,Joaquín Piquerez,uy URU,DF,Palmeiras,23,1998,24.7,0.20,0.00,0.00,0.89,0.89,0.00,2.19,1.54,1.46,0.00,0.04,0.00,6.72,0.73,0.73,50.0,Matches,46009f44
552,Gabriel Pirani,br BRA,FWMF,Santos,19,2002,0.5,0.00,0.00,0.00,6.00,2.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,,Matches,17205abf
553,Gabriel Pirani,br BRA,MFFW,Cuiabá,19,2002,4.9,0.20,0.00,0.00,1.22,0.82,0.20,2.86,0.41,0.61,0.00,0.00,0.00,4.69,0.20,0.20,50.0,Matches,17205abf
554,Felipe Pires,br BRA,MFFW,Juventude,26,1995,7.4,0.68,0.00,0.00,1.89,2.16,0.41,1.22,0.00,0.14,0.00,0.00,0.00,3.11,0.27,0.54,33.3,Matches,2cd3d3ce
555,Rafael Pires,br BRA,GK,Atlético Mineiro,32,1989,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,,Matches,539f6761
556,Lucas Piton,br BRA,DFFW,Corinthians,21,2000,19.7,0.10,0.00,0.00,2.03,0.51,0.05,4.37,1.62,1.17,0.00,0.00,0.00,4.67,1.17,1.37,46.0,Matches,defce7f1
557,Isidro Pitta,py PAR,FW,Juventude,22,1999,26.8,0.07,0.00,0.00,1.01,1.90,0.67,1.16,0.15,0.22,0.00,0.00,0.00,1.90,1.31,2.20,37.2,Matches,e9fc7295
558,Luan Polli,br BRA,GK,Atl Goianiense,28,1993,2.0,0.00,0.00,0.00,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,1.00,0.00,100.0,Matches,96aa89c4
559,Diego Porfirio,br BRA,DF,Coritiba,22,1999,5.0,0.80,0.20,0.20,0.60,1.20,0.20,2.20,1.00,1.20,0.00,0.00,0.00,4.60,0.80,1.60,33.3,Matches,8512d219
560,William Pottker,br BRA,FWMF,Avaí,28,1993,21.9,0.27,0.00,0.00,1.05,2.28,0.55,2.51,0.78,0.50,0.18,0.05,0.00,5.34,1.19,2.24,34.7,Matches,214a16c5
561,Bruno Praxedes,br BRA,MF,Bragantino,19,2002,6.5,0.46,0.00,0.00,2.00,2.92,0.31,2.00,0.62,0.46,0.00,0.00,0.00,6.15,0.31,1.54,16.7,Matches,5dd520a8
562,Erick Pulgar,cl CHI,MF,Flamengo,28,1994,3.9,0.26,0.00,0.00,2.82,0.51,0.00,2.31,0.77,0.77,0.00,0.00,0.00,5.90,2.82,1.28,68.8,Matches,4611e028
563,Jean Pyerre,br BRA,MF,Avaí,23,1998,8.4,0.24,0.00,0.00,0.48,1.55,0.12,3.10,0.83,0.48,0.00,0.00,0.00,6.07,0.83,0.83,50.0,Matches,b41dc073
564,Du Queiroz,br BRA,MF,Corinthians,22,2000,28.9,0.14,0.00,0.00,1.70,0.38,0.03,0.90,1.14,1.00,0.00,0.00,0.00,5.50,0.45,0.62,41.9,Matches,8440b0cb
565,Igor Rabello,br BRA,DF,Atlético Mineiro,26,1995,6.7,0.15,0.00,0.00,1.04,0.45,0.00,0.00,2.09,0.75,0.00,0.00,0.00,4.03,3.13,1.64,65.6,Matches,48048864
566,Rafael,br BRA,DF,Botafogo (RJ),31,1990,3.1,0.32,0.00,0.00,2.26,0.97,0.00,2.90,2.90,2.26,0.00,0.00,0.00,3.23,0.32,1.29,20.0,Matches,9a1f2e1c
567,Caio Rafael,br BRA,FW,Ceará,17,2004,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,2.50,0.0,Matches,b7cda839
568,Léo Rafael,br BRA,FWMF,Ceará,20,2001,1.0,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.0,Matches,ef1df474
569,Zé Rafael,br BRA,MF,Palmeiras,28,1993,28.5,0.42,0.04,0.04,1.75,2.25,0.04,0.46,0.95,1.05,0.00,0.00,0.00,7.96,1.19,0.63,65.4,Matches,634b1413
570,Rafinha,br BRA,DF,São Paulo,36,1985,28.5,0.25,0.04,0.04,1.05,0.74,0.00,1.05,1.12,1.19,0.00,0.00,0.00,5.02,0.63,0.67,48.6,Matches,d003e213
571,Eric Ramires,br BRA,MFFW,Bragantino,21,2000,12.9,0.08,0.16,0.00,1.40,0.85,0.00,1.01,0.31,1.24,0.08,0.08,0.00,6.67,0.39,1.63,19.2,Matches,37faa4cb
572,Lucas Ramires,br BRA,DF,Juventude,19,2002,0.3,3.33,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,3.33,0.00,100.0,Matches,32395c13
573,Ramon,br BRA,DF,Bragantino,20,2001,8.0,0.38,0.13,0.00,1.75,0.88,0.00,4.00,1.38,1.25,0.00,0.00,0.00,7.13,1.00,1.38,42.1,Matches,fdf88bc0
574,Lucas Ramos,br BRA,MFFW,Internacional,21,2001,0.9,1.11,0.00,0.00,1.11,4.44,0.00,1.11,2.22,0.00,0.00,0.00,0.00,6.67,1.11,1.11,50.0,Matches,c0163100
575,Rafael Ramos,pt POR,DF,Corinthians,27,1995,14.5,0.21,0.00,0.00,1.45,1.03,0.00,2.48,1.31,1.59,0.00,0.00,0.00,5.59,0.55,1.66,25.0,Matches,f8ddf51c
576,Raniele,br BRA,MFDF,Avaí,25,1996,31.3,0.29,0.00,0.00,1.21,2.78,0.00,0.42,1.25,1.05,0.10,0.00,0.00,4.44,2.27,1.79,55.9,Matches,a025365f
577,Wellington Rato,br BRA,FWMF,Atl Goianiense,29,1992,30.9,0.10,0.00,0.00,1.00,1.65,0.16,3.72,0.32,0.71,0.00,0.00,0.00,4.98,0.58,0.87,40.0,Matches,598917cf
578,Raul,br BRA,MF,Bragantino,25,1996,27.5,0.11,0.00,0.00,1.31,1.82,0.00,0.33,1.75,1.53,0.00,0.04,0.00,6.65,0.73,0.80,47.6,Matches,c2f9cf65
579,Pedro Raul,br BRA,FW,Goiás,25,1996,30.5,0.26,0.00,0.00,1.61,1.05,0.66,0.23,0.13,0.30,0.00,0.00,0.00,2.00,3.21,4.43,42.1,Matches,ed074559
580,Leonardo Realpe,ec ECU,DF,Bragantino,20,2001,7.4,0.41,0.00,0.00,0.81,0.27,0.00,0.27,2.03,0.41,0.00,0.00,0.00,6.89,1.49,1.49,50.0,Matches,57701cbd
581,Rafinha Rech,br BRA,FWMF,Juventude,19,2002,4.2,0.00,0.00,0.00,0.71,0.24,0.00,1.19,0.95,0.48,0.00,0.00,0.00,3.33,1.43,1.19,54.5,Matches,a8f19786
582,Régis,br BRA,MF,Coritiba,29,1992,8.5,0.24,0.00,0.00,1.88,1.18,0.12,3.29,0.12,1.18,0.24,0.00,0.00,3.29,0.59,1.88,23.8,Matches,0e2331f3
583,Reinaldo,br BRA,DFFW,São Paulo,32,1989,16.3,0.18,0.00,0.00,0.98,0.74,0.06,8.47,0.61,0.74,0.00,0.00,0.00,5.15,0.43,0.61,41.2,Matches,ab3edc87
584,César Reis,br BRA,GK,Juventude,26,1995,24.3,0.04,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.74,0.21,0.00,100.0,Matches,76d4135b
585,Renan,br BRA,DF,Bragantino,19,2002,3.2,0.31,0.00,0.00,0.63,0.31,0.00,0.00,0.63,0.94,0.00,0.00,0.31,6.88,0.94,2.19,30.0,Matches,80c738be
586,Robert Renan,br BRA,DF,Corinthians,18,2003,10.0,0.20,0.00,0.00,0.60,0.20,0.00,0.00,1.90,1.10,0.00,0.00,0.00,4.30,1.00,1.70,37.0,Matches,168a2e81
587,Renato,br BRA,DFMF,Avaí,32,1990,11.3,0.18,0.00,0.00,0.97,2.21,0.44,5.58,0.71,0.80,0.00,0.00,0.00,4.69,1.68,2.39,41.3,Matches,8fe5bdcd
588,Renê,br BRA,DF,Internacional,29,1992,27.5,0.00,0.00,0.00,0.73,1.13,0.00,1.42,1.89,1.78,0.00,0.04,0.00,6.76,0.84,0.80,51.1,Matches,d000ffc7
589,Réver,br BRA,DF,Atlético Mineiro,37,1985,10.5,0.19,0.00,0.00,0.86,0.57,0.00,0.00,1.14,0.86,0.00,0.10,0.00,4.29,2.57,1.24,67.5,Matches,1938fd6a
590,Rhaldney,br BRA,MFFW,Atl Goianiense,23,1998,2.0,0.50,0.00,0.00,2.50,1.00,0.00,0.50,1.00,2.00,0.00,0.00,0.00,8.00,3.00,1.50,66.7,Matches,ae3ef77f
591,Everton Ribeiro,br BRA,MFFW,Flamengo,32,1989,19.9,0.00,0.00,0.00,1.61,3.12,0.05,3.17,0.95,1.01,0.00,0.00,0.00,6.58,0.55,1.41,28.2,Matches,68fb50a2
592,Lucas Ribeiro,br BRA,DFMF,Ceará,23,1999,5.6,0.36,0.00,0.00,1.25,0.89,0.00,0.00,1.61,0.00,0.00,0.00,0.00,5.36,1.43,1.61,47.1,Matches,607d64c6
593,Matheus Ribeiro,br BRA,DF,Avaí,28,1993,0.2,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,10.0,0.00,5.00,0.0,Matches,7ae055bb
594,Wesley Ribeiro,br BRA,MFFW,Corinthians,16,2005,0.1,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,,Matches,acf5672b
595,Ricardinho,br BRA,FW,Atl Goianiense,20,2001,2.6,0.77,0.00,0.00,1.54,1.15,0.77,0.38,0.00,0.00,0.00,0.00,0.00,1.92,1.54,4.23,26.7,Matches,45a1777c
596,João Ricardo Riedi,br BRA,GK,Ceará,33,1988,35.0,0.14,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.94,0.26,0.00,100.0,Matches,4729d71a
597,Vitor Ricardo,br BRA,DF,Fortaleza,21,2000,1.3,0.77,0.00,0.00,0.00,0.00,0.00,4.62,0.00,1.54,0.00,0.00,0.00,5.38,0.77,0.77,50.0,Matches,1f3906c9
598,Zé Ricardo,br BRA,MF,América (MG),25,1996,2.6,0.00,0.00,0.00,1.92,1.54,0.00,0.77,1.92,0.77,0.00,0.00,0.00,6.92,0.38,0.77,33.3,Matches,352f938e
599,Richard,br BRA,GK,Ceará,30,1991,1.0,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,,Matches,f2c12e8d
600,Richard,br BRA,MF,Ceará,27,1994,26.3,0.46,0.04,0.00,2.17,1.37,0.11,0.34,1.33,1.44,0.00,0.00,0.00,6.01,2.28,1.41,61.9,Matches,e90aa5da
601,Richardson,br BRA,MF,Ceará,30,1991,23.0,0.61,0.04,0.00,2.83,1.65,0.00,0.39,0.87,1.35,0.00,0.04,0.00,5.13,1.13,0.65,63.4,Matches,ef6b8a6b
602,Rickson,br BRA,MFFW,Atl Goianiense,23,1998,0.8,1.25,0.00,0.00,2.50,3.75,1.25,1.25,0.00,2.50,0.00,0.00,0.00,3.75,3.75,8.75,30.0,Matches,96a35d1b
603,Emiliano Rigoni,ar ARG,FWMF,São Paulo,28,1993,2.7,0.00,0.00,0.00,2.22,1.11,0.00,12.6,0.74,1.11,0.00,0.00,0.00,4.81,1.85,0.37,83.3,Matches,a1216563
604,Rikelme,br BRA,DF,Cuiabá,18,2003,0.2,0.00,0.00,0.00,0.00,5.00,0.00,10.0,5.00,0.00,0.00,0.00,0.00,10.0,5.00,0.00,100.0,Matches,637cdc49
605,Rikelmi,br BRA,DF,Botafogo (RJ),20,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,b2ffcf77
606,Cristian Rivas,ve VEN,MF,Cuiabá,25,1997,2.4,0.83,0.00,0.00,1.25,0.00,0.00,0.42,2.08,0.42,0.00,0.00,0.00,6.67,0.42,0.00,100.0,Matches,bc4d05c0
607,Zé Roberto,br BRA,FW,Ceará,28,1993,8.2,0.37,0.12,0.00,2.93,3.05,0.37,0.61,0.85,0.24,0.12,0.00,0.00,2.32,4.15,4.02,50.7,Matches,810033a1
608,Robinho,br BRA,MF,Coritiba,34,1987,9.8,0.20,0.00,0.00,1.33,1.43,0.20,6.22,0.61,1.73,0.00,0.00,0.00,5.51,0.00,0.20,0.0,Matches,8f8809b9
609,Robson,br BRA,FWMF,Fortaleza,30,1991,16.1,0.37,0.00,0.00,2.92,2.30,1.12,1.24,0.37,0.75,0.06,0.00,0.00,3.17,2.61,3.91,40.0,Matches,e29eff7a
610,Felipe Rocha,br BRA,FW,Avaí,19,2002,0.5,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,4.00,0.0,Matches,a961e1c4
611,Kaique Rocha,br BRA,DF,Internacional,20,2001,5.0,0.40,0.00,0.00,0.60,0.60,0.00,0.20,1.80,0.40,0.00,0.00,0.00,3.60,1.60,0.80,66.7,Matches,b31d385e
612,Marcos Rocha,br BRA,DF,Palmeiras,33,1988,25.0,0.16,0.00,0.00,1.16,0.80,0.00,1.60,1.24,2.16,0.08,0.00,0.00,6.60,0.72,0.52,58.1,Matches,fdd2f275
613,Pedro Rocha Neves,br BRA,FW,Atl Paranaense,27,1994,3.1,0.00,0.00,0.00,0.32,1.29,0.32,2.90,0.65,0.32,0.00,0.00,0.00,3.87,0.65,2.26,22.2,Matches,b33e0095
614,Pedro Rocha Neves,br BRA,FWMF,Fortaleza,27,1994,7.7,0.13,0.00,0.00,0.91,0.78,0.65,1.56,0.52,0.65,0.13,0.00,0.00,3.38,1.17,1.04,52.9,Matches,b33e0095
615,Rodinei,br BRA,DF,Flamengo,30,1992,9.8,0.00,0.10,0.00,0.31,1.12,0.00,4.49,1.33,1.73,0.00,0.00,0.10,4.90,0.41,0.71,36.4,Matches,7696cc85
616,Rodrigo,br BRA,FWMF,São Paulo,17,2004,0.8,0.00,0.00,0.00,0.00,1.25,0.00,0.00,0.00,1.25,0.00,0.00,0.00,5.00,0.00,1.25,0.0,Matches,1126f4e2
617,Rodrigo,br BRA,DF,Avaí,23,1998,5.3,0.38,0.00,0.00,0.57,0.94,0.00,0.38,1.89,0.38,0.00,0.00,0.00,4.53,1.70,1.13,60.0,Matches,cdfb04f5
618,Élton Rodrigues Brandão,br BRA,FW,Cuiabá,36,1985,3.3,0.30,0.00,0.00,2.12,1.52,0.61,1.21,0.00,0.30,0.00,0.00,0.00,1.82,4.24,3.64,53.8,Matches,e59be3c8
619,Raphael Rodrigues,br BRA,DF,Avaí,23,1999,1.4,0.00,0.00,0.00,0.00,0.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.86,2.14,2.86,42.9,Matches,548640cf
620,Rodriguinho,br BRA,MF,América (MG),18,2003,2.1,0.95,0.00,0.00,2.38,2.38,0.00,4.76,2.38,1.43,0.00,0.00,0.00,9.05,1.43,1.90,42.9,Matches,4565dde3
621,Romarinho,br BRA,FWMF,Fortaleza,27,1994,14.6,0.27,0.07,0.00,1.23,2.19,0.21,2.74,0.27,0.75,0.00,0.00,0.00,5.07,0.34,1.30,20.8,Matches,1e7d2cc0
622,Braian Romero,ar ARG,FW,Internacional,30,1991,3.8,0.26,0.00,0.00,2.37,2.11,0.26,0.53,0.26,1.58,0.00,0.00,0.00,3.16,1.58,3.68,30.0,Matches,c5cc3130
623,Silvio Romero,ar ARG,FW,Fortaleza,33,1988,12.9,0.08,0.00,0.00,0.62,0.78,1.01,0.39,0.16,0.16,0.00,0.00,0.00,2.33,0.62,1.32,32.0,Matches,6a00c4b0
624,Rômulo,br BRA,FW,Atl Paranaense,19,2002,13.3,0.08,0.00,0.00,1.05,1.05,0.08,0.38,0.30,0.98,0.00,0.00,0.00,3.76,1.95,3.98,32.9,Matches,03dd053e
625,Romulo,br BRA,DF,Juventude,21,2000,1.9,0.53,0.00,0.00,0.53,1.05,0.00,3.16,1.05,0.53,0.00,0.00,0.00,8.42,1.58,1.05,60.0,Matches,395e0e95
626,Rômulo,br BRA,FWMF,Avaí,26,1995,4.7,0.00,0.00,0.00,1.28,2.13,0.00,1.49,1.06,0.85,0.00,0.00,0.00,3.83,1.28,1.28,50.0,Matches,9a6eb94c
627,Ronald,br BRA,MFFW,Fortaleza,24,1997,11.7,0.43,0.00,0.00,1.79,0.77,0.00,0.85,0.68,1.45,0.00,0.00,0.00,6.75,0.43,1.28,25.0,Matches,cc119c66
628,Ronaldo,br BRA,GK,Atl Goianiense,25,1996,18.0,0.06,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.11,0.00,100.0,Matches,711c08dc
629,Budiga Roni,br BRA,MF,Corinthians,22,1999,8.3,0.60,0.12,0.00,1.81,0.72,0.00,0.60,0.84,1.69,0.00,0.12,0.12,6.27,0.84,0.84,50.0,Matches,af433614
630,Rony,br BRA,FW,Palmeiras,26,1995,26.5,0.11,0.00,0.00,1.40,1.40,1.02,1.21,0.26,0.30,0.04,0.00,0.00,2.15,1.51,2.60,36.7,Matches,bffd5e50
631,Vitor Roque,br BRA,FW,Atl Paranaense,16,2005,14.6,0.41,0.00,0.00,1.99,2.95,0.34,0.21,0.62,0.62,0.34,0.00,0.00,2.53,1.44,4.11,25.9,Matches,cb00f1e6
632,Ruan,br BRA,FWMF,Juventude,16,2005,2.5,0.40,0.00,0.00,1.20,2.40,0.00,2.00,0.00,2.00,0.00,0.00,0.00,4.80,1.20,0.80,60.0,Matches,07c41bf4
633,Rubens,br BRA,DFMF,Atlético Mineiro,20,2001,13.7,0.22,0.00,0.00,1.90,1.31,0.00,3.36,1.53,2.26,0.00,0.00,0.00,5.77,1.24,1.53,44.7,Matches,ae23d044
634,Óscar Ruiz,py PAR,MFFW,Juventude,30,1991,11.0,0.09,0.00,0.00,0.36,1.36,0.45,2.64,0.45,0.64,0.09,0.00,0.00,2.91,1.36,2.55,34.9,Matches,620ce7b1
635,Rwan,br BRA,FWMF,Santos,20,2001,5.2,0.19,0.00,0.00,2.12,2.69,0.38,1.15,0.77,0.96,0.00,0.00,0.00,4.42,2.50,3.85,39.4,Matches,568a75fd
636,João Victor Santos Sá,br BRA,FW,Botafogo (RJ),27,1994,19.4,0.10,0.00,0.00,0.93,1.55,0.15,1.80,0.82,1.24,0.00,0.00,0.00,4.28,0.62,1.65,27.3,Matches,1a1033a1
637,Matheus Sales,br BRA,MFDF,Goiás,26,1995,19.9,0.25,0.00,0.00,1.26,0.60,0.00,0.65,0.80,1.21,0.00,0.05,0.00,3.82,0.80,1.16,41.0,Matches,c3c175c4
638,Philipe Sampaio,br BRA,DF,Botafogo (RJ),27,1994,12.5,0.32,0.16,0.08,1.52,0.64,0.16,0.08,2.16,0.64,0.00,0.08,0.00,5.04,2.88,1.36,67.9,Matches,72733d93
639,Carlos Sánchez,uy URU,MF,Santos,37,1984,8.7,0.34,0.00,0.00,1.26,1.61,0.23,7.24,0.57,0.92,0.00,0.00,0.00,5.06,0.46,0.69,40.0,Matches,a6dbad80
